horizon,model,feature_group,recall,precision,event_rate
H5,Naive,P,0.759318087079015,0.04892032631455145,0.02871772305677869
H5,Naive,P,0.7606980120455951,0.04882637164728688,0.02871772305677869
H5,Naive,P,0.7621641823225862,0.048738585870470426,0.02871772305677869
H5,Naive,P,0.7634147393235493,0.048637758139108936,0.02871772305677869
H5,Naive,P,0.7649096580373442,0.04855318551013965,0.02871772305677869
H5,Naive,P,0.7663614540959335,0.048466507520649287,0.02871772305677869
H5,Naive,P,0.7680144892121491,0.048393100881002606,0.02871772305677869
H5,Naive,P,0.7693369173051215,0.04829951801553432,0.02871772305677869
H5,Naive,P,0.7704581063404677,0.04819402771696079,0.02871772305677869
H5,Naive,P,0.7716224180310196,0.04809198944647761,0.02871772305677869
H5,Naive,P,0.7735916859520764,0.048040633424383625,0.02871772305677869
H5,Naive,P,0.7748422429530394,0.047945217663550074,0.02871772305677869
H5,Naive,P,0.776265290574825,0.047861120859876566,0.02871772305677869
H5,Naive,P,0.777975822564648,0.04779528643791196,0.02871772305677869
H5,Naive,P,0.779010766289583,0.04768852122906945,0.02871772305677869
H5,Naive,P,0.7801032068881255,0.047586062371929035,0.02871772305677869
H5,Naive,P,0.7809800342106398,0.04747122168585221,0.02871772305677869
H5,Naive,P,0.7822449654300048,0.047380655946089485,0.02871772305677869
H5,Naive,P,0.7839267489830241,0.04731592710135397,0.02871772305677869
H5,Naive,P,0.7852348028575946,0.04722917232232864,0.02871772305677869
H5,Naive,P,0.7862841208009315,0.04712751421122734,0.02871772305677869
H5,Naive,P,0.7872184449970533,0.04701965319507155,0.02871772305677869
H5,Naive,P,0.7885839957452313,0.04693824644440281,0.02871772305677869
H5,Naive,P,0.7897195589989794,0.046843758926021134,0.02871772305677869
H5,Naive,P,0.7907832511607181,0.04674567223988192,0.02871772305677869
H5,Naive,P,0.7918756917592605,0.04664991142529071,0.02871772305677869
H5,Naive,P,0.7934712300018687,0.046584380337696886,0.02871772305677869
H5,Naive,P,0.794348057324383,0.04647724329106855,0.02871772305677869
H5,Naive,P,0.795368626830916,0.046379214387254245,0.02871772305677869
H5,Naive,P,0.7964466932110567,0.04628515054285311,0.02871772305677869
H5,Naive,P,0.7980709798904685,0.04622339517710185,0.02871772305677869
H5,Naive,P,0.7990484267417959,0.046124715708490534,0.02871772305677869
H5,Naive,P,0.7998677571907028,0.046017599585853185,0.02871772305677869
H5,Naive,P,0.8013626759044977,0.04594989771511558,0.02871772305677869
H5,Naive,P,0.8029007172734982,0.04588514789020489,0.02871772305677869
H5,Naive,P,0.8043381391136857,0.04581509555694198,0.02871772305677869
H5,Naive,P,0.8060486711035088,0.0457610106005337,0.02871772305677869
H5,Naive,P,0.8072561054492662,0.04567877636839087,0.02871772305677869
H5,Naive,P,0.8085641593238367,0.045602793354514275,0.02871772305677869
H5,Naive,P,0.8095272319567623,0.04550791366441408,0.02871772305677869
H5,Naive,P,0.810490304589688,0.045413652043715017,0.02871772305677869
H5,Naive,P,0.8116689904986416,0.04533200816934697,0.02871772305677869
H5,Naive,P,0.8128189279707916,0.04524932862597986,0.02871772305677869
H5,Naive,P,0.8141557302821659,0.04517755160641929,0.02871772305677869
H5,Naive,P,0.8155069068119422,0.04510703120776235,0.02871772305677869
H5,Naive,P,0.8172461872385689,0.04505832499213431,0.02871772305677869
H5,Naive,P,0.8180942661242795,0.044960986781245535,0.02871772305677869
H5,Naive,P,0.8190573387572051,0.04487056824293624,0.02871772305677869
H5,Naive,P,0.8196179332748782,0.04475874471423716,0.02871772305677869
H5,Naive,P,0.820437263723785,0.044661678609937826,0.02871772305677869
H5,Naive,P,0.8209978582414581,0.044551219550244534,0.02871772305677869
H5,Naive,P,0.8223777832080381,0.044485776090644864,0.02871772305677869
H5,Naive,P,0.8231108683465337,0.0443858279740086,0.02871772305677869
H5,Naive,P,0.8246057870603286,0.04432749197744024,0.02871772305677869
H5,Naive,P,0.8256407307852636,0.044244870039985916,0.02871772305677869
H5,Naive,P,0.826733171383806,0.04416583285403505,0.02871772305677869
H5,Naive,P,0.8275812502695166,0.04407423738570737,0.02871772305677869
H5,Naive,P,0.8283143354080121,0.04397713570523681,0.02871772305677869
H5,Naive,P,0.8294498986617602,0.043901934290131346,0.02871772305677869
H5,Naive,P,0.8304417197314896,0.043819609413635024,0.02871772305677869
H5,Naive,P,0.8313616697092095,0.04373397415296947,0.02871772305677869
H5,Naive,P,0.8323822392157426,0.04365417103587817,0.02871772305677869
H5,Naive,P,0.8333884345038739,0.04357410145044083,0.02871772305677869
H5,Naive,P,0.8344665008840144,0.04349826353115716,0.02871772305677869
H5,Naive,P,0.8356308125745663,0.04342733350763829,0.02871772305677869
H5,Naive,P,0.8363207750578562,0.04333228568832511,0.02871772305677869
H5,Naive,P,0.8375282094036137,0.04326453994763644,0.02871772305677869
H5,Naive,P,0.8387931406229786,0.04320016109187123,0.02871772305677869
H5,Naive,P,0.8396555937270911,0.043115467878924764,0.02871772305677869
H5,Naive,P,0.8407336601072317,0.04304234912659112,0.02871772305677869
H5,Naive,P,0.8418979717977835,0.04297406661457244,0.02871772305677869
