horizon,MarketLSI,CrossStress,IndexRet,IndexRV,MarketRelAmt,MarketLSI_baseline,MarketLSI_response,CrossStress_baseline,CrossStress_response,IndexRet_baseline,IndexRet_response,IndexRV_baseline,IndexRV_response,MarketRelAmt_baseline,MarketRelAmt_response,quantile,shock_size,scenario,scenario_cn,shock_definition
3,0.37855761330561893,0.4175818771962436,1.2531485205076618,1.083524137041834,-0.5909121757137555,0.5023269515231226,-0.12376933821750363,0.6606830760058042,-0.2431011988095606,1.4233137391713162,-0.17016521866365442,0.4658774930617471,0.617646643980087,0.4107661107130694,-1.001678286426825,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
4,0.5305405659026105,0.5857012012152399,1.335617145988183,1.1505550690286126,-0.44946573576579785,0.7076183436839903,-0.1770777777813799,0.910418212927258,-0.32471701171201806,1.560702457880284,-0.22508531189210101,0.6622340195544721,0.48832104947414046,0.5558537316491771,-1.0053194674149748,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
5,0.6936604620647203,0.7687378215834263,1.426136403218042,1.2374853831929098,-0.30508816745824363,0.9301594963520459,-0.23649903428732555,1.175185971652289,-0.4064481500688627,1.7051541085100246,-0.27901770529198267,0.879055821786655,0.3584295614062548,0.7051108991018394,-1.010199066560083,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
6,0.8689052992055385,0.9669771776226904,1.5257656177106835,1.3447204421245156,-0.15755262106081014,1.1700999476203815,-0.301194648414843,1.4551857847820493,-0.4882086071593589,1.8573243817508318,-0.3315587640401483,1.1164672893931913,0.2282531527313243,0.8586090581244112,-1.0161616791852213,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
7,1.0571824562410195,1.180700822051299,1.634578812375785,1.4726401410353427,-0.006647980987356833,1.4276091344364046,-0.3704266781953851,1.7506307949250393,-0.5699299728737404,2.0173619553260425,-0.3827831429502575,1.3746095795965583,0.09803056143878441,1.016424849163601,-1.0230728301509577,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
8,1.2593212224511239,1.410188605876947,1.7525777741914743,1.6216029016673996,0.14782353729077521,1.7028717057909082,-0.4435504833397843,2.0617481841249696,-0.6515595782480226,2.185377058898818,-0.43279928470734386,1.653640416760709,-0.03203751509330943,1.178640169251797,-1.0308166319610217,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
9,1.476082968825776,1.6557207510633503,1.8797724256683643,1.7919502477518918,0.30604861295487135,1.996087469028461,-0.520004500202685,2.3887795659831963,-0.733058814919846,2.361483352017697,-0.48171092634933266,1.9537344800994396,-0.1617842323475478,1.345342286510255,-1.0392936735553835,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
10,1.7081709066776494,1.917579747038896,2.016187222966014,1.984011002856527,0.4682048137427519,2.3074717608253654,-0.5993008541477161,2.7319813949053167,-0.8144016478664207,2.5458018379077316,-0.5296146149417176,2.27508385583505,-0.2910728529785229,1.5166239638525034,-1.0484191501097515,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
11,1.9562388439296121,2.1960520860276853,2.1618610835341157,2.1981050762535803,0.6344623786219458,2.6372558686402288,-0.6810170247106166,3.091625388840377,-0.8955733028126915,2.738461404727622,-0.5766003211935065,2.617898507656555,-0.41979343140297454,1.6925835880829694,-1.0581212094610235,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
12,2.220898999259005,2.491429856888792,2.316846838079542,2.4345468789411564,0.8049858135788481,2.985687469674285,-0.7647884704152803,3.4679989656295183,-0.9765691087407262,2.9395990727568106,-0.6227522346772685,2.9824067618446004,-0.547859882903444,1.8733253041807585,-1.0683394906019104,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
13,2.502728979209406,2.804012215519966,2.4812107296492116,2.6936484136311063,0.9799353226375157,3.3530310847742335,-0.8503021055648277,3.8614056934309424,-1.0573934779109764,3.1493602217124628,-0.6681494920632511,3.368855807235204,-0.6752073936040976,2.058959154886407,-1.0790238322488914,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
14,2.8022780159704177,3.134106747926177,2.6550319969398153,2.975722078131851,1.1594680937504969,3.7395685474440716,-0.9372905314736539,4.272165755735894,-1.1380590078097166,3.3678988228580637,-0.7128668259182485,3.777512210554225,-0.801790132422374,2.249601225746374,-1.090133131995877,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
15,3.120072552772718,3.4820307402788164,2.8384025368425263,3.2810832171531334,1.3437394569737229,4.145599488403394,-1.0255269356306758,4.700616431511543,-1.2185856912327266,3.595377678365655,-0.7569751415231285,4.208662447707568,-0.9275792305544348,2.445373795780947,-1.101634338807224,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
16,3.4566212539579277,3.848112368719055,3.0314266384731057,3.610052453620619,1.5329039303605083,4.571441836180557,-1.1148205822226291,5.147112591025738,-1.2990002223066828,3.8319686684246976,-0.800542029951592,4.662613451637916,-1.052560998017297,2.646405493949726,-1.1135015635892178,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
17,3.812419508001648,4.232691820269345,3.234220781568659,3.9629578271006203,1.7271161672605766,5.0174323342596345,-1.2050128262579864,5.612027207927831,-1.379335387658486,4.077853006422172,-0.8436322248535131,5.139693177382234,-1.1767353502816134,2.8528314615970247,-1.1257152943364481,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
18,4.1879534839963295,4.636122354989749,3.4469134929649163,4.340136763850988,1.9265318171628845,5.483927075328258,-1.2959735913319284,6.095751888179439,-1.4596295331896902,4.33322150251083,-0.8863080095459139,5.640251184987658,-1.3001144211366702,3.06479352106767,-1.1382617039047853,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
19,4.583703795225151,5.058771318432083,3.6696452556303862,4.741937900287352,2.131308310852681,5.971302053200909,-1.3875982579757578,6.598697416449043,-1.5399260980169602,4.598274835889503,-0.9286295802591171,6.1646592409670005,-1.4227213406796482,3.2824403506918056,-1.1511320398391245,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
20,5.000148817376016,5.501021112488439,3.9025684654118384,5.1687227792434935,2.3416055794431774,6.479953733019374,-1.4798049156433581,7.121294320604938,-1.6202732081164992,4.87322383612805,-0.9706553707162113,6.71331193899902,-1.5445891597555264,3.505927666345456,-1.1643220869022786,0.9,1.0,composite_pressure,复合压力,IndexRet 下降、IndexRV 上升、MarketRelAmt 下降
0,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.9,1.5,market_crash,市场急跌,IndexRet 下降
1,0.1314160846037872,0.2057483967198124,0.9498501609883189,0.1334066441470144,0.1330571109844181,0.1439179062478744,-0.012501821644087197,0.2055893768467255,0.0001590198730868908,1.0791020121502184,-0.12925185116189952,0.1342592901429481,-0.0008526459959337096,0.1328487755122325,0.0002083354721856001,0.9,1.5,market_crash,市场急跌,IndexRet 下降
2,0.30245023858427544,0.42620621293325783,1.2790460984989316,0.28973905727858706,0.2702849845091478,0.3142122963668745,-0.011762057782599034,0.42579508823899137,0.0004111246942664626,1.2865617018821658,-0.007515603383234204,0.28988529885403397,-0.00014624157544690375,0.2697822757038867,0.0005027088052610984,0.9,1.5,market_crash,市场急跌,IndexRet 下降
3,0.49225696316654777,0.6613096118000912,1.4264057900594467,0.46647468610590725,0.41152587434391447,0.5023269515231226,-0.0100699883565748,0.6606830760058042,0.0006265357942869532,1.4233137391713162,0.003092050888130471,0.4658774930617471,0.0005971930441601714,0.4107661107130694,0.0007597636308450673,0.9,1.5,market_crash,市场急跌,IndexRet 下降
4,0.6991236233405669,0.9112158286791604,1.5645280155725305,0.6634860865012954,0.5568271252085406,0.7076183436839903,-0.008494720343423467,0.910418212927258,0.000797615751902403,1.560702457880284,0.003825557692246573,0.6622340195544721,0.001252066946823227,0.5558537316491771,0.0009733935593635445,0.9,1.5,market_crash,市场急跌,IndexRet 下降
5,0.9230497709681815,1.1761131114878458,1.7088470221677086,0.8808717470808982,0.7062582618709742,0.9301594963520459,-0.00710972538386434,1.175185971652289,0.0009271398355568117,1.7051541085100246,0.0036929136576839827,0.879055821786655,0.001815925294243237,0.7051108991018394,0.001147362769134741,0.9,1.5,market_crash,市场急跌,IndexRet 下降
6,1.164197577218244,1.4562041897746187,1.860818007677941,1.1187635603053323,0.8598948730971937,1.1700999476203815,-0.00590237040213748,1.4551857847820493,0.0010184049925694438,1.8573243817508318,0.003493625927109223,1.1164672893931913,0.0022962709121410185,0.8586090581244112,0.001285814972782462,0.9,1.5,market_crash,市场急跌,IndexRet 下降
7,1.4227545659153005,1.7517051900673466,2.020658943101911,1.3773101860962698,1.0178173349538537,1.4276091344364046,-0.004854568521104108,1.7506307949250393,0.0010743951423073383,2.0173619553260425,0.0032969877758683985,1.3746095795965583,0.0027006064997114887,1.016424849163601,0.001392485790252751,0.9,1.5,market_crash,市场急跌,IndexRet 下降
8,1.6989220026466476,2.062845931232882,2.188484580833799,1.65667606581624,1.1801108523069759,1.7028717057909082,-0.0039497031442605746,2.0617481841249696,0.00109774710791255,2.185377058898818,0.0031075219349809835,1.653640416760709,0.003035649055530998,1.178640169251797,0.0014706830551789452,0.9,1.5,market_crash,市场急跌,IndexRet 下降
9,1.9929144486280832,2.389870349124708,2.3644075239016926,1.95704182901658,1.3468656161630472,1.996087469028461,-0.003173020400377702,2.3887795659831963,0.0010907831415116753,2.361483352017697,0.00292417188399563,1.9537344800994396,0.0033073489171404624,1.345342286510255,0.001523329652792338,0.9,1.5,market_crash,市场急跌,IndexRet 下降
10,2.304960294706638,2.733036940161972,2.548547385174542,2.2786048259725256,1.5181769706375028,2.3074717608253654,-0.0025114661187273235,2.7319813949053167,0.0010555452566554102,2.5458018379077316,0.002745547266810533,2.27508385583505,0.003520970137475654,1.5166239638525034,0.0015530067849993667,0.9,1.5,market_crash,市场急跌,IndexRet 下降
11,2.635302372465264,3.092619214916105,2.7410317760393657,2.6215796748922777,1.6941455808097043,2.6372558686402288,-0.001953496174964542,3.091625388840377,0.000993826075728066,2.738461404727622,0.0025703713117435356,2.617898507656555,0.003681167235722871,1.6925835880829694,0.001561992726734962,0.9,1.5,market_crash,市场急跌,IndexRet 下降
12,2.984198565028455,3.468906161769366,2.9419965762595597,2.9861988154303707,1.8748776013377773,2.985687469674285,-0.0014889046458304023,3.4679989656295183,0.000907196139847688,2.9395990727568106,0.002397503502749032,2.9824067618446004,0.003792053585770283,1.8733253041807585,0.0015522971570187671,0.9,1.5,market_crash,市场急跌,IndexRet 下降
13,3.351922413367353,3.8622027214777988,3.1515861481225715,3.3727130691797966,2.060484846421063,3.3530310847742335,-0.0011086714068806458,3.8614056934309424,0.0007970280468563296,3.1493602217124628,0.0022259264101087695,3.368855807235204,0.0038572619445926826,2.058959154886407,0.0015256915346562039,0.9,1.5,market_crash,市场急跌,IndexRet 下降
14,3.7387637201786696,4.272830273513489,3.369953553920952,3.7813922085370333,2.251084961716085,3.7395685474440716,-0.0008048272654019861,4.272165755735894,0.0006645177775954636,3.3678988228580637,0.0020547310628882265,3.777512210554225,0.0038799979828083586,2.249601225746374,0.0014837359697112973,0.9,1.5,market_crash,市场急跌,IndexRet 下降
15,4.145029153761734,4.701127135043971,3.597260782088744,4.212525535325153,2.4468015987740515,4.145599488403394,-0.0005703346416598976,4.700616431511543,0.0005107035324281028,3.595377678365655,0.0018831037230890857,4.208662447707568,0.003863087617585137,2.445373795780947,0.001427802993104521,0.9,1.5,market_crash,市场急跌,IndexRet 下降
16,4.571042854166838,5.147449073388928,3.8336789825639683,4.6664224704971975,2.647764592530387,4.571441836180557,-0.00039898201371890707,5.147112591025738,0.00033648236319017144,3.8319686684246976,0.0017103141392706966,4.662613451637916,0.003809018859281643,2.646405493949726,0.0013590985806608558,0.9,1.5,market_crash,市场急跌,IndexRet 下降
17,5.017147043715619,5.612169832780752,4.07938871155233,5.143413156183848,2.8541101423439956,5.0174323342596345,-0.0002852905440153819,5.612027207927831,0.00014262485292082516,4.077853006422172,0.0015357051301574387,5.139693177382234,0.003719978801614232,2.8528314615970247,0.001278680746970906,0.9,1.5,market_crash,市场急跌,IndexRet 下降
18,5.483702643840566,6.095681676246077,4.334580185857323,5.643849071300324,3.0659809970557923,5.483927075328258,-0.0002244314876920228,6.095751888179439,-7.021193336242959e-05,4.33322150251083,0.0013586833464929171,5.640251184987658,0.003597886312665999,3.06479352106767,0.0011874759881225216,0.9,1.5,market_crash,市场急跌,IndexRet 下降
19,5.97108990005714,6.598395943419759,4.599453546964565,6.168103661886894,3.2835266445120554,5.971302053200909,-0.00021215314376910044,6.598697416449043,-0.0003014730292836276,4.598274835889503,0.0011787110750614005,6.1646592409670005,0.0034444209198936093,3.2824403506918056,0.0010862938202498285,0.9,1.5,market_crash,市场急跌,IndexRet 下降
20,6.479709016766594,7.12074362510056,4.87421913509244,6.716572987324506,3.5069035059778715,6.479953733019374,-0.00024471625278010833,7.121294320604938,-0.0005506955043781403,4.87322383612805,0.0009952989643906562,6.71331193899902,0.0032610483254860156,3.505927666345456,0.0009758396324155427,0.9,1.5,market_crash,市场急跌,IndexRet 下降
0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
1,0.12692476164318775,0.10473335543746722,1.380429019728345,1.5382067666593582,0.1015221333116339,0.1439179062478744,-0.01699314460468665,0.2055893768467255,-0.1008560214092583,1.0791020121502184,0.3013270075781267,0.1342592901429481,1.4039474765164102,0.1328487755122325,-0.03132664220059861,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
2,0.26758017211942386,0.21862661411114115,1.5446250755210258,1.58884572241704,0.20381315879483203,0.3142122963668745,-0.04663212424745061,0.42579508823899137,-0.20716847412785022,1.2865617018821658,0.25806337363886,0.28988529885403397,1.2989604235630061,0.2697822757038867,-0.06596911690905466,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
3,0.4113945726603828,0.3418681256156213,1.6069455043145182,1.6510136858857858,0.3070605108301452,0.5023269515231226,-0.09093237886273975,0.6606830760058042,-0.3188149503901829,1.4233137391713162,0.183631765143202,0.4658774930617471,1.1851361928240387,0.4107661107130694,-0.10370559988292422,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
4,0.5586323861731324,0.47474833757553964,1.6664660635651996,1.7251203579865084,0.4115375241136926,0.7076183436839903,-0.14898595751085797,0.910418212927258,-0.43566987535171836,1.560702457880284,0.10576360568491561,0.6622340195544721,1.0628863384320364,0.5558537316491771,-0.14431620753548446,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
5,0.7103987947810392,0.6175535880478573,1.7319339632411586,1.8116489307702472,0.5175020465568185,0.9301594963520459,-0.2197607015710067,1.175185971652289,-0.5576323836044317,1.7051541085100246,0.02677985473113398,0.879055821786655,0.9325931089835923,0.7051108991018394,-0.1876088525450209,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
6,0.8677656646379903,0.7705593052635693,1.8040753485127141,1.9110520991848439,0.6251905024695544,1.1700999476203815,-0.3023342829823912,1.4551857847820493,-0.68462647951848,1.8573243817508318,-0.05324903323811769,1.1164672893931913,0.7945848097916526,0.8586090581244112,-0.2334185556548568,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
7,1.0317074105950617,0.9340317817602048,1.8829182651051561,2.0237484220625386,0.7348201049452443,1.4276091344364046,-0.3959017238413429,1.7506307949250393,-0.8165990131648344,2.0173619553260425,-0.1344436902208863,1.3746095795965583,0.6491388424659803,1.016424849163601,-0.2816047442183567,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
8,1.203107400865642,1.1082304721916096,1.968443131007573,2.1501270058274637,0.8465914887827322,1.7028717057909082,-0.49976430492526625,2.0617481841249696,-0.95351771193336,2.185377058898818,-0.21693392789124522,1.653640416760709,0.4964865890667547,1.178640169251797,-0.33204868046906477,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
9,1.382769282052302,1.2934101269945169,2.0606395944823737,2.2905523926569984,0.9606911116236668,1.996087469028461,-0.6133181869761588,2.3887795659831963,-1.0953694389886794,2.361483352017697,-0.30084375753532333,1.9537344800994396,0.3368179125575588,1.345342286510255,-0.38465117488658807,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
10,1.5714275423708266,1.4898227260479078,2.1595107041302586,2.445368993483933,1.0772933966252691,2.3074717608253654,-0.7360442184545388,2.7319813949053167,-1.2421586688574089,2.5458018379077316,-0.38629113377747304,2.27508385583505,0.1702851376488832,1.5166239638525034,-0.4393305672272343,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
11,1.7697569465453495,1.6977192316046166,2.265072511426359,2.6149050627754558,1.1965626420693822,2.6372558686402288,-0.8674989220948792,3.091625388840377,-1.3939061572357603,2.738461404727622,-0.4733888933012631,2.617898507656555,-0.0029934448810990943,1.6925835880829694,-0.49602094601358715,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
12,1.9783809329157798,1.91735118214106,2.3773533745076496,2.799476264100343,1.318654724763205,2.985687469674285,-1.0073065367585055,3.4679989656295183,-1.5506477834884582,2.9395990727568106,-0.562245698249161,2.9824067618446004,-0.18293049774425763,1.8733253041807585,-0.5546705794175535,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
13,2.1978790898519134,2.148972146734506,2.496393331310901,2.999388874512468,1.4437186214028634,3.3530310847742335,-1.1551519949223201,3.8614056934309424,-1.7124335466964364,3.1493602217124628,-0.652966890401562,3.368855807235204,-0.369466932722736,2.058959154886407,-0.6152405334835436,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
14,2.428793818437198,2.3928390574089025,2.622243564427021,3.2149426707215705,1.5718977693425737,3.7395685474440716,-1.3107747290068734,4.272165755735894,-1.8793266983269912,3.3678988228580637,-0.745655258431043,3.777512210554225,-0.5625695398326545,2.249601225746374,-0.6777034564038,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
15,2.6716362764279,2.6492134349401866,2.7549659504914916,3.4464335351757773,1.7033312857666738,4.145599488403394,-1.473963211975494,4.700616431511543,-2.0514029965713565,3.595377678365655,-0.8404117278741632,4.208662447707568,-0.7622289125317909,2.445373795780947,-0.7420425100142731,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
16,2.9268916876469553,2.9183625218849274,2.894632685381543,3.694155815859977,1.838155062095386,4.571441836180557,-1.6445501485336016,5.147112591025738,-2.22875006914081,3.8319686684246976,-0.9373359830431545,4.662613451637916,-0.9684576357779386,2.646405493949726,-0.8082504318543402,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
17,3.1950240913510197,3.2005603350692042,3.0413259773095307,3.9584044697896243,1.976502748538298,5.0174323342596345,-1.8224082429086148,5.612027207927831,-2.4114668728586266,4.077853006422172,-1.0365270291126416,5.139693177382234,-1.1812887075926093,2.8528314615970247,-0.8763287130587267,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
18,3.4764805975947453,3.4960886484250198,3.1951378008223195,4.239477016796586,2.1185066420137364,5.483927075328258,-2.0074464777335126,6.095751888179439,-2.5996632397544195,4.33322150251083,-1.1380837016885108,5.640251184987658,-1.400774168191072,3.06479352106767,-0.9462868790539334,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
19,3.7716952070829275,3.805237915869021,3.356169705549128,4.537675327211748,2.2642984891520896,5.971302053200909,-2.1996068461179816,6.598697416449043,-2.793459500580022,4.598274835889503,-1.2421051303403754,6.1646592409670005,-1.6269839137552529,3.2824403506918056,-1.018141861539716,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
20,4.08109224733619,4.128308142864821,3.5245326742796865,4.853307264403397,2.4140102147742146,6.479953733019374,-2.3988614856831845,7.121294320604938,-2.992986177740117,4.87322383612805,-1.3486911618483632,6.71331193899902,-1.860004674595623,3.505927666345456,-1.0919174515712413,0.9,1.5,volatility_spike,波动放大,IndexRV 上升
0,0.0,0.0,0.0,0.0,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
1,0.1155879167790886,0.18530961832004428,0.692961592997728,0.041176781088702846,-1.33430007952482,0.1439179062478744,-0.0283299894687858,0.2055893768467255,-0.020279758526681235,1.0791020121502184,-0.3861404191524904,0.1342592901429481,-0.09308250905424525,0.1328487755122325,-1.4671488550370526,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
2,0.2563983903975228,0.3899936152582292,0.8557920434264308,0.1101978237827892,-1.163932305940516,0.3142122963668745,-0.05781390596935165,0.42579508823899137,-0.035801472980762195,1.2865617018821658,-0.430769658455735,0.28988529885403397,-0.17968747507124477,0.2697822757038867,-1.4337145816444026,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
3,0.41767531141618164,0.6142196923873593,0.9813420951445021,0.20661407316367886,-0.9888054826750889,0.5023269515231226,-0.08465164010694093,0.6606830760058042,-0.04646338361844493,1.4233137391713162,-0.4419716440268141,0.4658774930617471,-0.2592634198980682,0.4107661107130694,-1.3995715933881583,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
4,0.5994823548662018,0.8582149549590471,1.1134853266649702,0.3305771883868238,-0.8087826554971645,0.7076183436839903,-0.10813598881778852,0.910418212927258,-0.0522032579682109,1.560702457880284,-0.4472171312153137,0.6622340195544721,-0.3316568311676483,0.5558537316491771,-1.3646363871463416,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
5,0.8022813718759283,1.12221899031787,1.2561547821832324,0.4822911296182023,-0.6237262109623991,0.9301594963520459,-0.12787812447611757,1.175185971652289,-0.052966981334418906,1.7051541085100246,-0.4489993263267922,0.879055821786655,-0.39676469216845267,0.7051108991018394,-1.3288371100642387,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
6,1.0265446283826454,1.4064809485689218,1.409741643001618,0.6619659377863851,-0.43350071997134654,1.1700999476203815,-0.14355531923773612,1.4551857847820493,-0.04870483621312749,1.8573243817508318,-0.4475827387492137,1.1164672893931913,-0.45450135160680616,0.8586090581244112,-1.2921097780957578,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
7,1.272725409505774,1.7112604536369558,1.5743339433456738,0.869815972789044,-0.23797213763473185,1.4276091344364046,-0.15488372493063052,1.7506307949250393,-0.03937034128808348,2.0173619553260425,-0.4430280119803687,1.3746095795965583,-0.5047936068075143,1.016424849163601,-1.254396986798333,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
8,1.5412599888507588,2.0368287815783837,1.7500045377940667,1.1060619059984607,-0.03700678127584997,1.7028717057909082,-0.16161171694014942,2.0617481841249696,-0.024919402546585978,2.185377058898818,-0.43537252110475144,1.653640416760709,-0.5475785107622484,1.178640169251797,-1.2156469505276468,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
9,1.8325719261009703,2.383469999450596,1.936836548145026,1.3709328701034196,0.16952962141097516,1.996087469028461,-0.1635155429274906,2.3887795659831963,-0.005309566532600396,2.361483352017697,-0.42464680387267095,1.9537344800994396,-0.58280160999602,1.345342286510255,-1.1758126650992797,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
10,2.147076164177059,2.7514820467064407,2.1349255020058178,1.6646684685809074,0.38177279913011125,2.3074717608253654,-0.1603955966483066,2.7319813949053167,0.019500651801124036,2.5458018379077316,-0.41087633590191386,2.27508385583505,-0.6104153872541425,1.5166239638525034,-1.1348511647223922,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
11,2.485182749844149,3.1411777657813724,2.344379444926882,1.9875206381974695,0.5998607271782862,2.6372558686402288,-0.15207311879607976,3.091625388840377,0.04955237694099557,2.738461404727622,-0.3940819598007401,2.617898507656555,-0.6303778694590854,1.6925835880829694,-1.0927228609046833,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
12,2.8473002054557,3.55288588986704,2.56531891548732,2.339755381647921,0.8239343505384277,2.985687469674285,-0.13838726421858505,3.4679989656295183,0.08488692423752164,2.9395990727568106,-0.3742801572694905,2.9824067618446004,-0.6426513801966793,1.8733253041807585,-1.0493909536423307,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
13,3.2338385927561926,3.986951995214058,2.7978769476090397,2.7216543876072,1.0541382484619573,3.3530310847742335,-0.11919249201804094,3.8614056934309424,0.12554630178311577,3.1493602217124628,-0.35148327410342306,3.368855807235204,-0.6472014196280038,2.058959154886407,-1.0048209064244498,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
14,3.645212306505866,4.443739424570715,3.042199111348846,3.1335165537705096,1.290621248186646,3.7395685474440716,-0.09435624093820572,4.272165755735894,0.17157366883482172,3.3678988228580637,-0.32569971150921795,3.777512210554225,-0.6439956567837153,2.249601225746374,-0.9589799775597279,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
15,4.081842631574535,4.923630187701382,3.298443590232035,3.575659426790122,1.533536994591278,4.145599488403394,-0.06375685682885912,4.700616431511543,0.22301375618983865,3.595377678365655,-0.29693408813361977,4.208662447707568,-0.6330030209174464,2.445373795780947,-0.9118368011896689,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
16,4.544160093393935,5.427025844343333,3.5667812924011932,4.048420571530628,1.7830444818395774,4.571441836180557,-0.027281742786621876,5.147112591025738,0.279913253317595,3.8319686684246976,-0.2651873760235044,4.662613451637916,-0.6141928801072876,2.646405493949726,-0.8633610121101487,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
17,5.032606628325287,5.954348374445807,3.847395993124384,4.5521588807508095,2.0393085524041066,5.0174323342596345,0.015174294065652738,5.612027207927831,0.3423211665179764,4.077853006422172,-0.23045701329778812,5.139693177382234,-0.5875342966314241,2.8528314615970247,-0.8135229091929181,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
18,5.547637597551575,6.506041040082684,4.140484506533978,5.08725583516106,2.3025003682763003,5.483927075328258,0.06371052222331741,6.095751888179439,0.41028915190324433,4.33322150251083,-0.19273699597685212,5.640251184987658,-0.552995349826598,3.06479352106767,-0.7622931527913694,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
19,6.089723665499027,7.082569243032907,4.446256884766137,5.654116722782889,2.572797858652584,5.971302053200909,0.11842161229811765,6.598697416449043,0.4838718265838642,4.598274835889503,-0.15201795112336658,6.1646592409670005,-0.5105425181841117,3.2824403506918056,-0.7096424920392215,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
20,6.659352561490305,7.684421381674685,4.764936642937704,6.253171825635868,2.8503861479308634,6.479953733019374,0.17939882847093092,7.121294320604938,0.5631270610697472,4.87322383612805,-0.10828719319034619,6.71331193899902,-0.46014011336315175,3.505927666345456,-0.6555415184145925,0.9,1.5,liquidity_contraction,成交收缩/流动性压力,MarketRelAmt 下降
